2026-06-22 18:03:52,092 INFO ORB session loop started
2026-06-22 18:03:53,211 INFO SELL QQQ x2 | order a639ade5-c43f-42a8-b786-61c210e4d262
2026-06-22 18:57:45,251 INFO MANAGING QQQ @ $735.77 | P&L $+2.42 | stop 744.02
2026-06-22 18:58:15,674 INFO MANAGING QQQ @ $735.77 | P&L $+2.42 | stop 744.02
2026-06-22 18:58:46,136 INFO MANAGING QQQ @ $735.66 | P&L $+2.64 | stop 744.02
2026-06-22 18:59:16,673 INFO MANAGING QQQ @ $735.70 | P&L $+2.56 | stop 744.02
2026-06-22 18:59:47,673 INFO MANAGING QQQ @ $735.68 | P&L $+2.60 | stop 744.02
2026-06-22 19:00:18,144 INFO MANAGING QQQ @ $735.74 | P&L $+2.48 | stop 744.02
2026-06-22 19:00:48,550 INFO MANAGING QQQ @ $735.74 | P&L $+2.48 | stop 744.02
2026-06-22 19:01:18,964 INFO MANAGING QQQ @ $735.90 | P&L $+2.16 | stop 744.02
2026-06-22 19:01:49,377 INFO MANAGING QQQ @ $735.87 | P&L $+2.22 | stop 744.02
2026-06-22 19:02:19,820 INFO MANAGING QQQ @ $736.10 | P&L $+1.77 | stop 744.02
2026-06-22 19:02:50,226 INFO MANAGING QQQ @ $736.36 | P&L $+1.24 | stop 744.02
2026-06-22 19:03:20,918 INFO MANAGING QQQ @ $736.51 | P&L $+0.94 | stop 744.02
2026-06-22 19:03:51,328 INFO MANAGING QQQ @ $736.54 | P&L $+0.88 | stop 744.02
2026-06-22 19:04:21,760 INFO MANAGING QQQ @ $736.45 | P&L $+1.06 | stop 744.02
2026-06-22 19:04:52,184 INFO MANAGING QQQ @ $736.43 | P&L $+1.09 | stop 744.02
2026-06-22 19:05:22,711 INFO MANAGING QQQ @ $736.17 | P&L $+1.62 | stop 744.02
2026-06-22 19:05:53,124 INFO MANAGING QQQ @ $736.01 | P&L $+1.94 | stop 744.02
